Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.10.10.10-80.83.233.167-22-53-17,80.83.233.167,53,10.10.10.10,22,17,21/09/2021 04:45:24 PM,2266540,42,1,61824.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,27926.266467832025,18.971648415646758,53965.23809523809,87405.34613743798,596230.0,10519.0,2226176.0,54296.97560975609,88464.39540162128,596230.0,10519.0,0,0,0,0,0,0,0,0,0,336,8,18.530447289701485,0.4412011259452734,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1506.2325581395348,1472.0,1472.0,0,0,0,0,0,0,42,61824,1,1472,-1,-1,42,0,0,0,0,0,0,0,0,0,No Label
8.20.126.54-10.10.10.10-44924-88-6,8.20.126.54,44924,10.10.10.10,88,6,21/09/2021 04:45:44 PM,2992089,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0026439721545717,1496044.5,701379.9233657176,1991995.0,1000094.0,1991995.0,1991995.0,0.0,1991995.0,1991995.0,0,0,0,0,0,0,0,0,0,80,40,0.6684293147697145,0.3342146573848572,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,65535,0,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-84.197.144.127-8080-61803-6,84.197.144.127,61803,10.10.10.10,8080,6,21/09/2021 04:45:44 PM,5145890,7,1,2082.0,0.0,752.0,0.0,297.42857142857144,363.33907815467046,0.0,0.0,0.0,0.0,404.59473482721165,1.5546387505368362,735127.1428571428,1857064.4818814117,4946021.0,0.0,5109536.0,851589.3333333334,2006113.973988085,4946021.0,0.0,0,0,0,0,0,0,0,0,0,140,32,1.3603089067197318,0.19432984381710453,0.0,752.0,231.33333333333334,340.8999119976419,116212.74999999999,0,1,0,0,0,0,0,0,0.0,260.25,297.42857142857144,0.0,0,0,0,0,0,0,7,2082,1,0,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-45.146.165.208-6244-59427-6,45.146.165.208,59427,10.10.10.10,6244,6,21/09/2021 04:45:26 PM,22795708,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08773581412781739,2.2795708E7,0.0,2.2795708E7,2.2795708E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.043867907063908695,0.043867907063908695,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1024,0,0,0,0,0,0,2.2795708E7,0.0,2.2795708E7,2.2795708E7,No Label
162.159.136.232-10.10.10.10-443-40390-6,162.159.136.232,443,10.10.10.10,40390,6,21/09/2021 04:45:25 PM,28676004,28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011298505886664,1024143.0000000002,2978.437323310473,1028032.0,1019945.0,2.7652015E7,1024148.7037037038,3035.0187277943837,1028032.0,1019945.0,0,0,0,0,0,0,0,0,0,560,20,0.9764261436147101,0.03487236227195393,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28,0,1,0,-1,122,0,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-45.236.104.172-22-53-17,45.236.104.172,53,10.10.10.10,22,17,21/09/2021 04:45:27 PM,1,1,1,30.0,30.0,30.0,30.0,30.0,0.0,30.0,30.0,30.0,0.0,6.0E7,2000000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1000000.0,1000000.0,30.0,30.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,45.0,30.0,30.0,0,0,0,0,0,0,1,30,1,30,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-94.26.102.30-22-53-17,94.26.102.30,53,10.10.10.10,22,17,21/09/2021 04:45:33 PM,300309,25,1,36800.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,127442.06800328995,86.57749185006111,12012.360000000002,47254.84439352929,238814.0,2187.0,297958.0,12414.916666666666,48227.38556582238,238814.0,2187.0,0,0,0,0,0,0,0,0,0,200,8,83.24758831736645,3.329903532694658,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1528.6153846153845,1472.0,1472.0,0,0,0,0,0,0,25,36800,1,1472,-1,-1,25,0,0,0,0,0,0,0,0,0,No Label
162.159.130.234-10.10.10.10-443-38828-6,162.159.130.234,443,10.10.10.10,38828,6,21/09/2021 04:45:26 PM,26992665,20,1,16119.0,1092.0,1516.0,0.0,805.9499999999999,430.2033148469025,1092.0,1092.0,1092.0,0.0,637.6176639098067,0.7779891314918331,1349633.2500000002,1206841.6241517568,3805063.0,96820.0,2.6501257E7,1394803.0,1222419.0727632374,3805063.0,96820.0,0,0,0,0,0,0,1,0,0,400,20,0.740942029992222,0.0370471014996111,0.0,1516.0,831.9545454545454,417.77158002141925,174533.0930735931,0,0,0,1,1,0,0,0,0.0,871.5714285714286,805.95,1092.0,0,0,0,0,0,0,20,16119,1,1092,-1,68,19,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-108.162.221.178-443-59616-6,108.162.221.178,59616,10.10.10.10,443,6,21/09/2021 04:45:45 PM,32,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,32.0,0.0,32.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,31250.0,31250.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-31.173.67.22-0-0-0,31.173.67.22,0,10.10.10.10,0,0,21/09/2021 04:45:30 PM,145,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27586.206896551725,48.33333333333333,69.29886963965093,128.0,2.0,143.0,71.5,79.90306627407988,128.0,15.0,0,0,0,0,0,0,0,0,0,0,0,20689.655172413793,6896.551724137931,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-24.132.150.54-8080-58505-6,24.132.150.54,58505,10.10.10.10,8080,6,21/09/2021 04:45:27 PM,5246483,9,1,3717.0,0.0,878.0,0.0,413.0,392.71395442484595,0.0,0.0,0.0,0.0,708.4746105152728,1.9060387692097736,582942.5555555555,1639320.9843976644,4954024.0,0.0,5209872.0,651234.0,1738767.9702027936,4954024.0,0.0,0,0,0,0,0,0,0,0,0,180,32,1.7154348922887963,0.19060387692097736,0.0,878.0,337.9090909090909,388.961040348633,151290.69090909092,0,1,0,0,0,0,0,0,0.0,371.7,413.0,0.0,0,0,0,0,0,0,9,3717,1,0,-1,64240,6,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-36.92.92.86-22-53-17,36.92.92.86,53,10.10.10.10,22,17,21/09/2021 04:45:27 PM,497,3,1,90.0,30.0,30.0,30.0,30.0,0.0,30.0,30.0,30.0,0.0,241448.69215291747,8048.2897384305825,165.66666666666669,286.943083787244,497.0,0.0,497.0,248.5,351.4320702497141,497.0,0.0,0,0,0,0,0,0,0,0,0,24,8,6036.217303822937,2012.0724346076456,30.0,30.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,37.5,30.0,30.0,0,0,0,0,0,0,3,90,1,30,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-45.169.161.135-22-53-17,45.169.161.135,53,10.10.10.10,22,17,21/09/2021 04:45:25 PM,21556,14,1,20272.0,1448.0,1448.0,1448.0,1448.0,0.0,1448.0,1448.0,1448.0,0.0,1007608.090554834,695.8619409909074,1539.7142857142856,235.637083594317,2338.0,1361.0,20195.0,1553.4615384615383,239.3441091067473,2338.0,1440.0,0,0,0,0,0,0,0,0,0,112,8,649.471144924847,46.390796066060496,1448.0,1448.0,1448.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1544.5333333333333,1448.0,1448.0,0,0,0,0,0,0,14,20272,1,1448,-1,-1,14,0,0,0,0,0,0,0,0,0,No Label
190.230.21.206-10.10.10.10-53-22-17,190.230.21.206,53,10.10.10.10,22,17,21/09/2021 04:45:26 PM,535003,33,1,47784.0,1448.0,1448.0,1448.0,1448.0,0.0,1448.0,1448.0,1448.0,0.0,92021.91389580994,63.55104550815603,16212.212121212118,16856.20767469209,107634.0,4984.0,521502.0,16296.937499999998,17118.783505425996,107634.0,4984.0,0,0,0,0,0,0,0,0,0,264,8,61.68189711085732,1.8691483972987066,1448.0,1448.0,1448.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1490.5882352941176,1448.0,1448.0,0,0,0,0,0,0,33,47784,1,1448,-1,-1,33,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-36.92.82.121-22-53-17,36.92.82.121,53,10.10.10.10,22,17,21/09/2021 04:45:29 PM,1383012,32,1,47104.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,35123.33949380049,23.860964330027507,43219.12499999999,125554.02334986605,649974.0,11005.0,1352132.0,43617.16129032259,127608.91174916606,649974.0,11005.0,0,0,0,0,0,0,0,0,0,256,8,23.13790480487516,0.7230595251523487,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1516.6060606060605,1472.0,1472.0,0,0,0,0,0,0,32,47104,1,1472,-1,-1,32,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-89.237.147.26-0-0-0,89.237.147.26,0,10.10.10.10,0,0,21/09/2021 04:45:27 PM,14278837,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5602697194456383,2039833.857142857,4745374.465533689,1.2765829E7,0.0,1.4278836E7,2379806.0,5104058.551314669,1.2765829E7,0.0,0,0,0,0,0,0,0,0,0,0,0,0.49023600451493354,0.07003371493070479,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,1,0,-1,-1,0,0,1008536.0,0.0,1008536.0,1008536.0,1.2765829E7,0.0,1.2765829E7,1.2765829E7,No Label
10.10.10.10-95.214.104.15-22-53-17,95.214.104.15,53,10.10.10.10,22,17,21/09/2021 04:45:27 PM,24950139,163,1,239936.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,9675.617438443931,6.573109672855931,153068.33742331294,1197884.9152234138,1.1064595E7,3218.0,2.4946164E7,153988.66666666666,1201541.4884966707,1.1064595E7,3218.0,0,0,0,0,0,0,0,0,0,1304,8,6.533029735826322,0.04007993702960933,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1480.9756097560976,1472.0,1472.0,0,0,0,0,0,0,163,239936,1,1472,-1,-1,163,0,1414665.5,44969.869963120866,1446464.0,1382867.0,1.0825277E7,338446.76132000436,1.1064595E7,1.0585959E7,No Label
10.10.10.10-104.168.32.34-22-47543-6,104.168.32.34,47543,10.10.10.10,22,6,21/09/2021 04:45:28 PM,4036077,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49553068487048196,4036077.0,0.0,4036077.0,4036077.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.24776534243524098,0.24776534243524098,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1024,0,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-24.132.204.47-8080-51188-6,24.132.204.47,51188,10.10.10.10,8080,6,21/09/2021 04:45:25 PM,28267979,28,1,76.0,0.0,38.0,0.0,2.7142857142857144,9.96608003794628,0.0,0.0,0.0,0.0,2.688554424071137,1.025895767079776,1009570.6785714288,952333.7771852523,2032000.0,0.0,2.8231613E7,1045615.2962962964,950812.682525477,2032000.0,0.0,0,0,0,0,0,0,0,0,0,908,44,0.9905200509735769,0.035375716106199176,0.0,38.0,2.533333333333333,9.640909004693572,92.94712643678162,0,0,0,0,1,0,0,0,0.0,2.6206896551724137,2.7142857142857144,0.0,0,0,0,0,0,0,28,76,1,0,-1,2048,2,0,0,0,0,0,0,0,0,0,No Label
162.62.117.51-10.10.10.10-61345-80-6,162.62.117.51,61345,10.10.10.10,80,6,21/09/2021 04:45:46 PM,7309949,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5471994401055329,2436649.6666666665,1676981.9389815542,4283740.0,1009655.0,6300294.0,3150147.0,1603142.594811204,4283740.0,2016554.0,0,0,0,0,0,0,0,0,0,120,40,0.4103995800791497,0.13679986002638322,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,29200,0,0,0,0,0,0,0,0,0,0,No Label
185.49.192.170-10.10.10.10-53-22-17,185.49.192.170,53,10.10.10.10,22,17,21/09/2021 04:45:24 PM,478912,1,1,1448.0,1448.0,1448.0,1448.0,1448.0,0.0,1448.0,1448.0,1448.0,0.0,6047.039957236402,4.176132567152211,478912.0,0.0,478912.0,478912.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.0880662835761057,2.0880662835761057,1448.0,1448.0,1448.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,2172.0,1448.0,1448.0,0,0,0,0,0,0,1,1448,1,1448,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
188.226.252.130-10.10.10.10-21-21-6,188.226.252.130,21,10.10.10.10,21,6,21/09/2021 04:45:53 PM,823246,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.429407491806823,823246.0,0.0,823246.0,823246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.2147037459034116,1.2147037459034116,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
162.159.130.234-10.10.10.10-443-40168-6,162.159.130.234,443,10.10.10.10,40168,6,21/09/2021 04:45:43 PM,1164320,11,1,4011.0,0.0,2475.0,0.0,364.6363636363636,792.3662376360155,0.0,0.0,0.0,0.0,3444.9292290779167,10.306444963583894,105847.27272727274,271469.38393383916,915244.0,0.0,1158505.0,115850.5,284008.8345629997,915244.0,0.0,0,0,0,0,0,0,0,0,0,220,32,9.447574549951904,0.8588704136319912,0.0,2475.0,308.53846153846155,736.175433732184,541954.2692307692,0,1,0,0,1,0,0,0,0.0,334.25,364.6363636363636,0.0,0,0,0,0,0,0,11,4011,1,0,-1,65535,5,0,0,0,0,0,0,0,0,0,No Label
146.59.205.175-10.10.10.10-443-57700-6,146.59.205.175,443,10.10.10.10,57700,6,21/09/2021 04:45:32 PM,10999977,1,1,31.0,31.0,31.0,31.0,31.0,0.0,31.0,31.0,31.0,0.0,5.636375421512246,0.18181856198426596,1.0999977E7,0.0,1.0999977E7,1.0999977E7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,0.09090928099213298,0.09090928099213298,31.0,31.0,31.0,0.0,0.0,0,0,0,1,1,0,0,0,1.0,46.5,31.0,31.0,0,0,0,0,0,0,1,31,1,31,-1,506,1,0,0,0,0,0,1.0999977E7,0.0,1.0999977E7,1.0999977E7,No Label
188.40.24.199-10.10.10.10-43194-9-17,188.40.24.199,43194,10.10.10.10,9,17,21/09/2021 04:45:26 PM,20801991,8,1,816.0,102.0,102.0,102.0,102.0,0.0,102.0,102.0,102.0,0.0,44.13039117265265,0.4326508938495358,2600248.8749999995,4629154.891036451,1.0100382E7,100173.0,2.0701781E7,2957397.285714286,4879556.7720337985,1.0100382E7,100173.0,0,0,0,0,0,0,0,0,0,64,8,0.38457857231069853,0.048072321538837316,102.0,102.0,102.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,113.33333333333333,102.0,102.0,0,0,0,0,0,0,8,816,1,102,-1,-1,8,0,200378.5,26.16295090390226,200397.0,200360.0,1.0100337E7,63.63961030678928,1.0100382E7,1.0100292E7,No Label
10.10.10.10-24.132.150.54-38110-61940-6,24.132.150.54,61940,10.10.10.10,38110,6,21/09/2021 04:45:24 PM,29400263,1946,1,9837.0,0.0,263.0,0.0,5.054984583761564,12.156797302021433,0.0,0.0,0.0,0.0,334.58884364401774,66.22389738486353,15108.048818088386,29315.42643913197,606729.0,0.0,2.8959909E7,14889.41336760928,27690.554532692368,606729.0,0.0,0,0,0,0,0,0,0,0,0,38920,32,66.18988408369,0.03401330117353032,0.0,263.0,5.049794661190973,12.15163081409854,147.66213144214916,0,0,0,0,1,0,0,0,0.0,5.052388289676426,5.054984583761562,0.0,0,0,0,0,0,0,1946,9837,1,0,-1,512,356,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-45.169.161.135-0-0-0,45.169.161.135,0,10.10.10.10,0,0,21/09/2021 04:45:25 PM,21570,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.8205841446454,743.793103448276,795.6172975975655,2336.0,0.0,21549.0,769.6071428571428,797.7538996404433,2336.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1344.4598980064907,46.36068613815485,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,29,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
162.159.135.234-10.10.10.10-443-56758-6,162.159.135.234,443,10.10.10.10,56758,6,21/09/2021 04:45:25 PM,27933690,30,1,19751.0,311.0,1178.0,286.0,658.3666666666668,316.8803193346175,311.0,311.0,311.0,0.0,718.2008535213214,1.1097710327565031,931123.0000000001,876136.979156759,3409891.0,90928.0,2.6084685E7,899471.8965517243,874015.8718130739,3409891.0,90928.0,0,0,0,0,0,0,1,0,0,600,20,1.0739719671837127,0.035799065572790424,286.0,1178.0,636.6562499999999,318.17144996460735,101233.07157258064,0,0,0,1,1,0,0,0,0.0,657.1935483870968,658.3666666666667,311.0,0,0,0,0,0,0,30,19751,1,311,-1,68,30,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-36.67.95.243-22-53-17,36.67.95.243,53,10.10.10.10,22,17,21/09/2021 04:45:33 PM,668295,19,1,27968.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,44052.40200809523,29.92690353810817,35173.42105263159,106142.92193249827,462427.0,444.0,666602.0,37033.444444444445,108901.07351451767,462427.0,444.0,0,0,0,0,0,0,0,0,0,152,8,28.430558361202763,1.4963451769054086,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1545.6,1472.0,1472.0,0,0,0,0,0,0,19,27968,1,1472,-1,-1,19,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-45.146.165.208-6233-59427-6,45.146.165.208,59427,10.10.10.10,6233,6,21/09/2021 04:45:29 PM,14497234,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20693602655513457,7248617.0,342533.8385152626,7490825.0,7006409.0,7006409.0,7006409.0,0.0,7006409.0,7006409.0,0,0,0,0,0,0,0,0,0,40,20,0.13795735103675638,0.06897867551837819,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,1024,0,0,0,0,0,0,7248617.0,342533.8385152626,7490825.0,7006409.0,No Label
162.159.134.234-10.10.10.10-443-57406-6,162.159.134.234,443,10.10.10.10,57406,6,21/09/2021 04:45:51 PM,97508,1,1,60.0,0.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,615.3341264306518,20.511137547688396,97508.0,0.0,97508.0,97508.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.255568773844198,10.255568773844198,0.0,60.0,20.0,34.64101615137755,1200.0,0,0,0,0,1,0,0,0,1.0,30.0,60.0,0.0,0,0,0,0,0,0,1,60,1,0,-1,68,1,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-36.67.199.213-22-53-17,36.67.199.213,53,10.10.10.10,22,17,21/09/2021 04:45:26 PM,457044,5,1,7360.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,19324.17885367711,13.127838895161078,91408.8,117467.87147003219,300001.0,22556.0,397008.0,99252.0,134119.9557436054,300001.0,22556.0,0,0,0,0,0,0,0,0,0,40,8,10.939865745967566,2.187973149193513,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1717.3333333333333,1472.0,1472.0,0,0,0,0,0,0,5,7360,1,1472,-1,-1,5,0,0,0,0,0,0,0,0,0,No Label
188.14.127.103-10.10.10.10-53-22-17,188.14.127.103,53,10.10.10.10,22,17,21/09/2021 04:45:25 PM,364763,22,1,32208.0,1464.0,1464.0,1464.0,1464.0,0.0,1464.0,1464.0,1464.0,0.0,92311.9943634634,63.05464095864986,16580.136363636368,49821.17965311679,235748.0,3744.0,361007.0,17190.809523809527,50967.077095532026,235748.0,3744.0,0,0,0,0,0,0,0,0,0,176,8,60.31313483001291,2.7415061286369506,1464.0,1464.0,1464.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1527.6521739130435,1464.0,1464.0,0,0,0,0,0,0,22,32208,1,1464,-1,-1,22,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-40.136.196.156-22-53-17,40.136.196.156,53,10.10.10.10,22,17,21/09/2021 04:45:27 PM,2438,14,1,20608.0,1472.0,1472.0,1472.0,1472.0,0.0,1472.0,1472.0,1472.0,0.0,9056603.773584906,6152.584085315832,174.14285714285717,120.6953298075888,544.0,58.0,2333.0,179.46153846153848,123.90427446528723,544.0,58.0,0,0,0,0,0,0,0,0,0,112,8,5742.4118129614435,410.17227235438884,1472.0,1472.0,1472.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1570.1333333333334,1472.0,1472.0,0,0,0,0,0,0,14,20608,1,1472,-1,-1,14,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-84.197.144.127-8080-49869-6,84.197.144.127,49869,10.10.10.10,8080,6,21/09/2021 04:45:44 PM,71838,3,1,578.0,0.0,527.0,0.0,192.66666666666669,290.66188833992896,0.0,0.0,0.0,0.0,8045.8810100503915,55.6808374397951,23946.0,15367.905810486996,33834.0,6241.0,40075.0,20037.5,19511.197413280406,33834.0,6241.0,0,0,0,0,0,0,0,0,0,60,32,41.76062807984632,13.920209359948775,0.0,527.0,115.6,231.0374428528848,53378.3,0,1,0,0,0,0,0,0,0.0,144.5,192.66666666666666,0.0,0,0,0,0,0,0,3,578,1,0,-1,64240,2,0,0,0,0,0,0,0,0,0,No Label
162.159.138.232-10.10.10.10-443-33600-6,162.159.138.232,443,10.10.10.10,33600,6,21/09/2021 04:45:44 PM,8388755,14,1,4629.0,0.0,2500.0,0.0,330.6428571428572,800.666703647448,0.0,0.0,0.0,0.0,551.8101315391855,1.7881080088761683,599196.7857142858,511120.12719293276,1027996.0,0.0,8383301.0,644869.3076923077,501374.8573892234,1027996.0,0.0,0,0,0,0,0,0,0,0,0,280,32,1.6689008082844237,0.11920720059174454,0.0,2500.0,289.31250000000006,753.8873230353017,568346.0958333333,0,1,0,0,1,0,0,0,0.0,308.6,330.64285714285717,0.0,0,0,0,0,0,0,14,4629,1,0,-1,65535,4,0,0,0,0,0,0,0,0,0,No Label
162.159.130.234-10.10.10.10-443-35190-6,162.159.130.234,443,10.10.10.10,35190,6,21/09/2021 04:45:42 PM,100195,1,1,39.0,0.0,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,389.24098008882675,19.961075901991116,100195.0,0.0,100195.0,100195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,9.980537950995558,9.980537950995558,0.0,39.0,13.0,22.516660498395403,507.0,0,0,0,0,1,0,0,0,1.0,19.5,39.0,0.0,0,0,0,0,0,0,1,39,1,0,-1,69,1,0,0,0,0,0,0,0,0,0,No Label
10.10.10.10-24.132.150.54-8080-54867-6,24.132.150.54,54867,10.10.10.10,8080,6,21/09/2021 04:45:27 PM,5509669,8,1,2018.0,0.0,721.0,0.0,252.25000000000006,339.7670420407825,0.0,0.0,0.0,0.0,366.2651966933041,1.6334919575023472,688708.625,1722976.4061038543,4944307.0,0.0,5465646.0,780806.5714285715,1839634.9318409942,4944307.0,0.0,0,0,0,0,0,0,0,0,0,160,32,1.4519928511131976,0.1814991063891497,0.0,721.0,201.8,317.96219202218924,101099.95555555556,0,1,0,0,0,0,0,0,0.0,224.22222222222223,252.25,0.0,0,0,0,0,0,0,8,2018,1,0,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
162.159.138.232-10.10.10.10-443-57436-6,162.159.138.232,443,10.10.10.10,57436,6,21/09/2021 04:45:43 PM,27982,5,1,4065.0,0.0,2499.0,0.0,813.0,1161.089143864501,0.0,0.0,0.0,0.0,145271.96054606533,214.42355800157245,5596.4,5676.7509897828,14481.0,174.0,22023.0,5505.75,6550.767353269895,14481.0,174.0,0,0,0,0,0,0,0,0,0,100,32,178.6862983346437,35.73725966692874,0.0,2499.0,580.7142857142858,1027.6797027423338,1056125.5714285716,0,1,0,0,1,0,0,0,0.0,677.5,813.0,0.0,0,0,0,0,0,0,5,4065,1,0,-1,65535,2,0,0,0,0,0,0,0,0,0,No Label
